Name,Team,G,PA,AB,H,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,-1,AVG,OBP,SLG,OPS,wOBA,wRC+,-1,BsR,Fld,-1,Off,Def,WAR,-1,ADP,playerid
Alvaro Gonzalez,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.226,0.244,0.47,0.213,34,,0,0,,-0.1,0,0,,999,sa3005715
Charlis Aquino,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.21,0.233,0.444,0.199,27,,0,0,,-0.1,0,0,,999,sa3008895
Ramon Peralta,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.216,0.233,0.449,0.203,28,,0,0,,-0.1,0,0,,999,sa3015752
Gus Steiger,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.234,0.243,0.478,0.215,27,,0,0,,-0.1,0,0,,999,sa3014889
Wilber Sanchez,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.22,0.225,0.445,0.204,26,,0,0,,-0.1,0,0,,999,sa3008941
Cameron Cauley,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.221,0.227,0.448,0.203,26,,0,0,,-0.1,0,0,,999,sa3017167
Yenci Pena,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.227,0.243,0.47,0.213,34,,0,0,,-0.1,0,0,,999,sa3003238
Jadher Areinamo,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.191,0.233,0.245,0.478,0.215,34,,0,0,,-0.1,0,0,,999,sa3015802
Kelvin HIdalgo,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.232,0.28,0.513,0.226,27,,0,0,,-0.1,0,0,,999,sa3018472
Bladimir De La Rosa,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.204,0.278,0.482,0.213,33,,0,0,,-0.1,0,0,,999,sa3009331
Branden Fryman,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.175,0.214,0.242,0.456,0.204,33,,0,0,,-0.1,0,0,,999,sa3010853
Anthony Walters,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.229,0.238,0.468,0.212,33,,0,0,,-0.1,0,0,,999,sa3014890
Marco Vargas,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.227,0.234,0.461,0.209,33,,0,0,,-0.1,0,0,,999,sa3018632
Jhoan Paulino,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.208,0.251,0.459,0.204,32,,0,0,,-0.1,0,0,,999,sa3005563
Johnny Ascanio,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.19,0.242,0.251,0.492,0.223,33,,0,0,,-0.1,0,0,,999,sa3015526
Angeudis Santos,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.23,0.227,0.456,0.209,33,,0,0,,-0.1,0,0,,999,sa3009794
Sander Mora,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.231,0.232,0.463,0.212,32,,0,0,,-0.1,0,0,,999,sa3006578
Franklin Soto,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.181,0.223,0.25,0.472,0.212,32,,0,0,,-0.1,0,0,,999,sa3003328
Keshawn Ogans,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.228,0.253,0.481,0.216,32,,0,0,,-0.1,0,0,,999,sa3019893
Ricardo Gonzalez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.164,0.202,0.229,0.431,0.193,24,,0,0,,-0.1,0,0,,999,sa3018529
Sean Kazmar Jr.,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.212,0.262,0.315,0.577,0.256,63,,0,0,,0,0,0,,999,7349
Ryan Burrowes,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.213,0.229,0.442,0.201,24,,0,0,,-0.1,0,0,,999,sa3018619
Maycol Justo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.21,0.239,0.448,0.201,25,,0,0,,-0.1,0,0,,999,sa3015616
Dayro Perez,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.202,0.239,0.441,0.198,24,,0,0,,-0.1,0,0,,999,sa3009299
Francisco Floyd,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.219,0.237,0.456,0.204,25,,0,0,,-0.1,0,0,,999,sa3008821
Miguel Tamares,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.138,0.216,0.195,0.411,0.192,23,,0,0,,-0.1,0,0,,999,sa3018592
Yeudi Advincola,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.216,0.238,0.454,0.204,23,,0,0,,-0.1,0,0,,999,sa3016091
Cristian Gonzalez,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.204,0.244,0.448,0.199,24,,0,0,,-0.1,0,0,,999,sa3018640
Jamari Baylor,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.155,0.229,0.232,0.46,0.212,31,,0,0,,-0.1,0,0,,999,sa3011446
Roberto Chirinos,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.216,0.248,0.464,0.207,30,,0,0,,-0.1,0,0,,999,sa3005484
Yendry Rojas,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.216,0.209,0.424,0.194,24,,0,0,,-0.1,0,0,,999,sa3018418
Jake Boone,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.215,0.225,0.44,0.199,23,,0,0,,-0.1,0,0,,999,sa3014881
Arol Vera,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.17,0.217,0.225,0.443,0.201,23,,0,0,,-0.1,0,0,,999,sa3014687
Carlos Irigoyen,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.221,0.24,0.46,0.207,30,,0,0,,-0.1,0,0,,999,sa3005745
Sheng-Ping Chen,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.224,0.248,0.472,0.212,31,,0,0,,-0.1,0,0,,999,sa3014837
Samuel Gil,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.165,0.21,0.224,0.434,0.196,23,,0,0,,-0.1,0,0,,999,sa3018963
Andy Perez,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.206,0.232,0.266,0.498,0.221,23,,0,0,,-0.1,0,0,,999,sa3015857
Juan Baez,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.208,0.238,0.446,0.199,23,,0,0,,-0.1,0,0,,999,sa3018525
Eduardo Guerrero,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.171,0.213,0.22,0.434,0.196,23,,0,0,,-0.1,0,0,,999,sa3018536
Angel Genao,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.218,0.212,0.43,0.197,22,,0,0,,-0.1,0,0,,999,sa3015706
Bryan Torres,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.17,0.22,0.226,0.446,0.203,30,,0,0,,-0.1,0,0,,999,sa3002858
Rafael Ramirez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.211,0.222,0.433,0.197,22,,0,0,,-0.1,0,0,,999,sa3018476
Scott McKeon,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.223,0.235,0.458,0.207,29,,0,0,,-0.1,0,0,,999,sa3014826
Omar Florentino,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.231,0.232,0.462,0.211,29,,0,0,,-0.1,0,0,,999,sa3008758
Wesley Zapata,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.217,0.219,0.436,0.199,23,,0,0,,-0.1,0,0,,999,sa3015770
Ilvin Fernandez,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.177,0.22,0.242,0.462,0.208,22,,0,0,,-0.1,0,0,,999,sa3008815
Albert Jerez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.179,0.217,0.249,0.466,0.207,29,,0,0,,-0.1,0,0,,999,sa3008378
Wilmin Candelario,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.176,0.222,0.246,0.467,0.21,28,,0,0,,-0.1,0,0,,999,sa3008834
Alberto Hernandez,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.162,0.204,0.227,0.432,0.195,21,,0,0,,-0.1,0,0,,999,sa3018582
Alberis Ferrer,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.205,0.261,0.466,0.207,29,,0,0,,-0.1,0,0,,999,sa3005584
Glenn Santiago,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.234,0.269,0.503,0.225,42,,0,0,,-0.1,0,0,,999,sa3010341
Joshua Rivera,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.167,0.211,0.223,0.433,0.196,21,,0,0,,-0.1,0,0,,999,sa3009961
Dilan Rosario,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.22,0.229,0.448,0.204,29,,0,0,,-0.1,0,0,,999,sa3010165
Jesus Hernandez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.174,0.222,0.223,0.446,0.203,28,,0,0,,-0.1,0,0,,999,sa3015736
Amador Arias,SEA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.155,0.203,0.236,0.439,0.198,28,,0,0,,-0.1,0,0,,999,sa3003216
Jansel Luis,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.192,0.224,0.243,0.467,0.209,28,,0,0,,-0.1,0,0,,999,sa3018508
Wyatt Hoffman,SDP,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.205,0.212,0.417,0.19,21,,0,0,,-0.1,0,0,,999,sa3018219
Norkis Marcos,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.218,0.238,0.456,0.206,28,,0,0,,-0.1,0,0,,999,sa3005575
Jheremy Vargas,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.226,0.222,0.448,0.206,28,,0,0,,-0.1,0,0,,999,sa3015353
Narciso Polanco,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.147,0.204,0.201,0.406,0.187,20,,0,0,,-0.1,0,0,,999,sa3018564
Darol Garcia,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.22,0.226,0.446,0.203,28,,0,0,,-0.1,0,0,,999,sa3015556
Daniel Vazquez,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.173,0.215,0.224,0.438,0.198,20,,0,0,,-0.1,0,0,,999,sa3016143
Cristopher Navarro,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.201,0.242,0.264,0.506,0.227,27,,0,0,,-0.1,0,0,,999,sa917065
Ranser Amador,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.213,0.243,0.456,0.204,27,,0,0,,-0.1,0,0,,999,sa3003192
Zac Ching,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.185,0.235,0.288,0.523,0.233,48,,0,0,,-0.1,0,0,,999,sa1169881
Densi Meli,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.194,0.236,0.431,0.193,19,,0,0,,-0.1,0,0,,999,sa3008927
Nicandro Aybar,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.215,0.206,0.421,0.194,25,,0,0,,-0.1,0,0,,999,sa3018544
Dangelo Sarmiento,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.197,0.208,0.406,0.184,19,,0,0,,-0.1,0,0,,999,sa3018499
Geuri Lubo,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.167,0.198,0.232,0.43,0.192,19,,0,0,,-0.1,0,0,,999,sa3017122
Yordany De Los Santos,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.16,0.212,0.208,0.42,0.193,18,,0,0,,-0.1,0,0,,999,sa3018408
Reginald Preciado,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.164,0.199,0.228,0.427,0.191,18,,0,0,,-0.1,0,0,,999,sa3014702
Winder Diaz,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.151,0.217,0.199,0.417,0.194,18,,0,0,,-0.1,0,0,,999,sa3015764
Ryan Goins,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.211,0.26,0.29,0.55,0.246,56,,0,0,,-0.1,0,0,,999,9807
Marvin Alcantara,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.178,0.227,0.232,0.459,0.208,24,,0,0,,-0.1,0,0,,999,sa3018558
Nathanael Rodriguez,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.158,0.202,0.225,0.427,0.193,24,,0,0,,-0.1,0,0,,999,sa3015793
Elvis Rijo,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.154,0.203,0.195,0.397,0.183,17,,0,0,,-0.1,0,0,,999,sa3018975
Wilfri Peralta,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.171,0.216,0.228,0.444,0.201,25,,0,0,,-0.1,0,0,,999,sa3005481
Marco Soto,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.172,0.212,0.214,0.426,0.193,18,,0,0,,-0.1,0,0,,999,sa3016872
Edwin Amparo,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.16,0.201,0.218,0.419,0.189,17,,0,0,,-0.1,0,0,,999,sa3018526
Bryan Acuna,MIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.162,0.206,0.205,0.411,0.187,17,,0,0,,-0.1,0,0,,999,sa3018427
Alejandro Pie,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.203,0.223,0.426,0.192,24,,0,0,,-0.1,0,0,,999,sa3008754
Jelfry Marte,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.165,0.215,0.225,0.441,0.2,24,,0,0,,-0.1,0,0,,999,sa3006886
Rikelbin De Castro,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.158,0.199,0.219,0.417,0.188,17,,0,0,,-0.1,0,0,,999,sa3014714
Danyer Cueva,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.203,0.216,0.42,0.189,17,,0,0,,-0.1,0,0,,999,sa3015725
Luis Mendez,COL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.18,0.215,0.262,0.478,0.212,18,,0,0,,-0.1,0,0,,999,sa3015650
Yerald Nin,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.16,0.202,0.224,0.426,0.192,17,,0,0,,-0.1,0,0,,999,sa3018479
Erison Placencia,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.214,0.22,0.433,0.198,23,,0,0,,-0.1,0,0,,999,sa3011669
Marcos Brito,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.216,0.217,0.433,0.199,23,,0,0,,-0.1,0,0,,999,sa3003183
Alexis Hernandez,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.199,0.219,0.418,0.188,17,,0,0,,-0.1,0,0,,999,sa3018413
Cristhian Rodriguez,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.209,0.222,0.431,0.195,23,,0,0,,-0.1,0,0,,999,sa3008785
Yoffry Solano,MIA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.201,0.208,0.41,0.185,16,,0,0,,-0.1,0,0,,999,sa3019638
Lency Delgado,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.164,0.202,0.24,0.443,0.198,23,,0,0,,-0.1,0,0,,999,sa3006913
Aroon Escobar,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.158,0.214,0.224,0.439,0.2,23,,0,0,,-0.1,0,0,,999,sa3018463
Luis Ravelo,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.166,0.205,0.228,0.433,0.195,15,,0,0,,-0.1,0,0,,999,sa3016171
Cristian Benavides,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.158,0.197,0.215,0.413,0.186,15,,0,0,,-0.1,0,0,,999,sa3018535
Odalys Peguero,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.158,0.208,0.208,0.416,0.189,22,,0,0,,-0.1,0,0,,999,sa3015626
Juan Villavicencio,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.2,0.22,0.421,0.19,16,,0,0,,-0.1,0,0,,999,sa3018494
Pedro Hernandez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.152,0.211,0.19,0.401,0.187,15,,0,0,,-0.1,0,0,,999,sa3018454
Albert Suarez,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.17,0.212,0.224,0.436,0.197,22,,0,0,,-0.1,0,0,,999,sa3002855
Miguel Briceno,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.208,0.233,0.441,0.198,22,,0,0,,-0.1,0,0,,999,sa3015566
Esmarly Tatis,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.218,0.211,0.429,0.196,22,,0,0,,-0.1,0,0,,999,sa3009345
Abel Bastidas,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.152,0.196,0.209,0.405,0.184,14,,0,0,,-0.1,0,0,,999,sa3015709
Jesus Feliz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.189,0.225,0.295,0.52,0.228,43,,0,0,,-0.1,0,0,,999,sa3002624
Erubiel Fuentes,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.212,0.193,0.405,0.188,21,,0,0,,-0.1,0,0,,999,sa3015581
Robert Puason,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.16,0.199,0.217,0.416,0.188,21,,0,0,,-0.1,0,0,,999,sa3014697
Jeral Toledo,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.217,0.212,0.429,0.197,22,,0,0,,-0.1,0,0,,999,sa3015590
Willmer De La Cruz,TBR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.15,0.203,0.205,0.408,0.187,20,,0,0,,-0.1,0,0,,999,sa3015624
Kelvin Diaz,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.143,0.205,0.197,0.402,0.186,14,,0,0,,-0.1,0,0,,999,sa3015670
Armando Cruz,WSN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.198,0.217,0.414,0.186,13,,0,0,,-0.1,0,0,,999,sa3015695
Andres Mesa,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.159,0.196,0.235,0.431,0.193,19,,0,0,,-0.1,0,0,,999,sa3015598
Jhonny Severino,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.191,0.221,0.411,0.184,13,,0,0,,-0.1,0,0,,999,sa3018415
Jeffrey Mercedes,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.201,0.227,0.428,0.192,19,,0,0,,-0.1,0,0,,999,sa3018942
Nomar Velasquez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.208,0.211,0.42,0.191,18,,0,0,,-0.1,0,0,,999,sa3019483
Diego Benitez,ATL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.146,0.204,0.2,0.404,0.187,12,,0,0,,-0.1,0,0,,999,sa3018391
Braylin Minier,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.171,0.205,0.252,0.457,0.203,19,,0,0,,-0.1,0,0,,999,sa3015177
Dayker Baldallo,OAK,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.135,0.199,0.169,0.368,0.174,11,,0,0,,-0.1,0,0,,999,sa3017699
Liam Spence,CHC,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.182,0.237,0.257,0.495,0.223,40,,0,0,,-0.1,0,0,,999,sa3017289
Wilton Lara,HOU,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.151,0.185,0.215,0.4,0.179,10,,0,0,,-0.1,0,0,,999,sa3018604
Fernando Hernandez,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.152,0.198,0.206,0.404,0.184,12,,0,0,,-0.1,0,0,,999,sa3015582
Yohander Linarez,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.199,0.223,0.422,0.189,11,,0,0,,-0.1,0,0,,999,sa3019212
Nolan Beltran,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.157,0.22,0.198,0.418,0.194,19,,0,0,,-0.1,0,0,,999,sa3018466
Leandro Arias,BAL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.148,0.198,0.194,0.392,0.18,10,,0,0,,-0.1,0,0,,999,sa3018433
Raynerd Ortega,LAD,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.148,0.194,0.198,0.392,0.179,12,,0,0,,-0.1,0,0,,999,sa3018542
Chris Seise,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.188,0.238,0.282,0.519,0.232,47,,0,0,,-0.1,0,0,,999,sa3004142
Yeison Lemos,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.188,0.239,0.427,0.189,18,,0,0,,-0.1,0,0,,999,sa3015608
Jesus Montilla,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.147,0.203,0.185,0.388,0.18,10,,0,0,,-0.1,0,0,,999,sa3016160
Guillermo Rodriguez,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.161,0.191,0.211,0.402,0.18,10,,0,0,,-0.1,0,0,,999,sa3018602
Arxy Hernandez,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.162,0.204,0.216,0.42,0.19,17,,0,0,,-0.1,0,0,,999,sa3015693
Ricardo Cubillan,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.151,0.216,0.191,0.407,0.19,17,,0,0,,-0.1,0,0,,999,sa917089
Layant Tapia,CHW,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.142,0.192,0.2,0.392,0.179,9,,0,0,,-0.1,0,0,,999,sa3015652
Roderick Arias,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.132,0.189,0.195,0.385,0.177,9,,0,0,,-0.1,0,0,,999,sa3019674
Franklin Linares,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.163,0.202,0.216,0.418,0.189,16,,0,0,,-0.1,0,0,,999,sa3009820
Chris Owings,,21,83,74,15,3,0,2,8,8,7,23,1,1,1,,0.206,0.275,0.326,0.602,0.268,71,,0,-0.8,,-2.8,0,0,,999,10030
Freili Encarnacion,BOS,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.192,0.221,0.414,0.186,8,,0,0,,-0.1,0,0,,999,sa3018414
Hans Montero,NYY,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.137,0.196,0.183,0.379,0.176,8,,0,0,,-0.1,0,0,,999,sa3016321
Dairon Cuevas,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.169,0.204,0.222,0.426,0.192,17,,0,0,,-0.1,0,0,,999,sa3008792
Capri Ortiz,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.188,0.213,0.401,0.18,8,,0,0,,-0.1,0,0,,999,sa3018473
Esteban Mejia,TEX,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.167,0.202,0.214,0.416,0.187,15,,0,0,,-0.1,0,0,,999,sa3018527
Alberto Mendez,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.147,0.204,0.203,0.407,0.187,15,,0,0,,-0.1,0,0,,999,sa3018458
Albert Carpio,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.154,0.199,0.194,0.394,0.18,9,,0,0,,-0.1,0,0,,999,sa3018518
Franyerber Montilla,DET,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.143,0.198,0.204,0.402,0.184,14,,0,0,,-0.1,0,0,,999,sa3018580
Luis Castillo,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.139,0.198,0.186,0.385,0.179,16,,0,0,,-0.1,0,0,,999,sa3009761
Josi Novas,KCR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.146,0.184,0.218,0.402,0.181,7,,0,0,,-0.1,0,0,,999,sa3018594
Gery Holguin,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.136,0.195,0.187,0.383,0.178,8,,0,0,,-0.1,0,0,,999,sa3018534
Miguel Droz,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.152,0.198,0.21,0.408,0.185,14,,0,0,,-0.1,0,0,,999,sa3011704
Jose Sanabria,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.168,0.219,0.222,0.441,0.201,28,,0,0,,-0.1,0,0,,999,sa3015595
Demetrio Nadal,MIL,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.153,0.204,0.202,0.407,0.186,14,,0,0,,-0.1,0,0,,999,sa3018919
Carson Tucker,CLE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.149,0.199,0.205,0.404,0.184,13,,0,0,,-0.1,0,0,,999,sa3014470
Daje Morales,PIT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.15,0.205,0.199,0.404,0.186,14,,0,0,,-0.1,0,0,,999,sa3018509
Anderdson Rojas,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.186,0.218,0.248,0.467,0.208,28,,0,0,,-0.1,0,0,,999,sa3015818
Jose Fernandez,TOR,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.14,0.189,0.187,0.376,0.173,6,,0,0,,-0.1,0,0,,999,sa3018581
Samuel Camacaro,NYM,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.144,0.195,0.187,0.382,0.176,14,,0,0,,-0.1,0,0,,999,sa3015829
Justin Oferman,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.203,0.203,0.406,0.184,13,,0,0,,-0.1,0,0,,999,sa3006216
Ricardo Cabrera,CIN,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.156,0.195,0.211,0.406,0.184,6,,0,0,,-0.1,0,0,,999,sa3018405
Deivi Cabrera,PHI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.15,0.201,0.204,0.404,0.185,13,,0,0,,-0.1,0,0,,999,sa3016836
Abdias De La Cruz,ARI,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.139,0.191,0.189,0.38,0.175,5,,0,0,,-0.1,0,0,,999,sa3019401
Dennys Riera,SFG,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.143,0.177,0.199,0.376,0.17,5,,0,0,,-0.1,0,0,,999,sa3019675
Edgar Alfonso,LAA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0.155,0.194,0.21,0.404,0.183,10,,0,0,,-0.1,0,0,,999,sa3015870
